-9.091997954481997324e-01 8.625205967212959401e-02 5.640202818384579819e-01
-9.362963673014725874e-01 2.435191867023364931e-01 4.717291893193411578e-01
-9.640665835567224784e-01 3.926358729138494374e-01 3.822208236540768911e-01
-9.920352403569752120e-01 5.303305036221764857e-01 2.972144748207400378e-01
-1.019726047031534799e+00 6.538076364978114841e-01 2.182020104164180407e-01
-1.046679889307605027e+00 7.608600551202584494e-01 1.463862428629345847e-01
-1.072471318645899618e+00 8.499398089611410745e-01 8.264033546690330301e-02
-1.096722566655317976e+00 9.201876398157614600e-01 2.748900760221880540e-02
-1.119114629249883919e+00 9.714234592854802397e-01 -1.888950353512157398e-02
-1.139395168204250908e+00 1.004102793156006257e+00 -5.664306426990594473e-02
-1.157383143137121539e+00 1.019245533772459078e+00 -8.621003469921433016e-02
-1.172970243094905385e+00 1.018344107598636139e+00 -1.082720854946322558e-01
-1.186119352327985155e+00 1.003258391787952064e+00 -1.236992717601988062e-01
-1.196860444523928590e+00 9.761044860526165712e-01 -1.334911290126943595e-01
-1.205284426974768008e+00 9.391438464957693188e-01 -1.387173019790246542e-01
-1.211535536120819101e+00 8.946784072481488437e-01 -1.404608227532100351e-01
-1.215802908017059591e+00 8.449562421282184044e-01 -1.397666692595048166e-01
-1.218311899049073332e+00 7.920911374901430380e-01 -1.375976926621710339e-01
-1.219315615585317980e+00 7.379982493014642930e-01 -1.347994198331778359e-01
-1.219086953361480541e+00 6.843468794181134518e-01 -1.320746231981058116e-01
-1.217911286777059843e+00 6.325303696417091670e-01 -1.299679261956469545e-01
-1.216079810669866257e+00 5.836522031169283364e-01 -1.288601247204143596e-01
-1.213883422515968036e+00 5.385266620887954048e-01 -1.289714110618293552e-01
-1.211606922901522498e+00 4.976918607221013646e-01 -1.303723183614157455e-01
-1.209523194103299115e+00 4.614326536358547282e-01 -1.330009453499830241e-01
-1.207886908762670464e+00 4.298107827079212240e-01 -1.366848434233746135e-01
-1.206927270337911917e+00 4.026996458945366619e-01 -1.411658589834593469e-01
-1.206839340028450280e+00 3.798212521457641211e-01 -1.461262639125098795e-01
-1.207773673696397099e+00 3.607832483506738241e-01 -1.512146877797742039e-01
-1.209824252484857254e+00 3.451143147792891108e-01 -1.560706417415852476e-01
-1.213014998146560774e+00 3.322966571316569584e-01 -1.603467279186379379e-01
-1.217285471760555682e+00 3.217947168197686780e-01 -1.637279071088758586e-01
-1.222476630061161140e+00 3.130795424790462911e-01 -1.659474297441675128e-01
-1.228317750444675838e+00 3.056485196449210129e-01 -1.667992316892260851e-01
-1.234415834618012298e+00 2.990403747913636390e-01 -1.661467922804342467e-01
-1.240248934308294082e+00 2.928455779980677076e-01 -1.639286643581424063e-01
-1.245164851910315340e+00 2.867124542560453571e-01 -1.601610819672603381e-01
-1.248386504468370850e+00 2.803494503319745035e-01 -1.549381645591406120e-01
-1.249024898054823307e+00 2.735240936639379838e-01 -1.484302150539715259e-01
-1.246100182145567059e+00 2.660592580579861921e-01 -1.408804486105403320e-01
-1.238570688980163759e+00 2.578274422394801202e-01 -1.326002416480921153e-01
-1.225369248304232217e+00 2.487438488797198144e-01 -1.239627500111835645e-01
-1.205445440903606391e+00 2.387590756573171602e-01 -1.153945984468005836e-01
-1.177811866931548046e+00 2.278521626909007225e-01 -1.073653243220235171e-01
-1.141592018807462638e+00 2.160245800007837280e-01 -1.003743506389774137e-01
-1.096067018950532601e+00 2.032955163923932107e-01 -9.493544796850875156e-02
-1.040718343122369216e+00 1.896985995829701122e-01 -9.155892055512815375e-02
-9.752637061660176521e-01 1.752799715546330683e-01 -9.073210055681370234e-02
-8.996835266129465936e-01 1.600974662766670442e-01 -9.289909019586273242e-02
-8.142357968051793238e-01 1.442204925621456968e-01 -9.844096333273845423e-02
-7.194577627742533288e-01 1.277301355453200893e-01 -1.076577569474260199e-01
-6.161535748219248987e-01 1.107189830000359781e-01 -1.207535229584678071e-01
-5.053680200492522978e-01 9.329028335090742974e-02 -1.378254759054485246e-01
-3.883475681135530322e-01 7.555626699226399012e-02 -1.588578839520791985e-01
-2.664911326618205623e-01 5.763578333842705320e-02 -1.837208588233519568e-01
-1.412939521627810113e-01 3.965174155967507441e-02 -2.121737003946898847e-01
-1.428859528787444766e-02 2.172909565569017265e-02 -2.438720643248688813e-01
1.130128180468926297e-01 3.994209220997078577e-03 -2.783780269082525849e-01
2.391714899620874801e-01 -1.342365510202428447e-02 -3.151721192695798868e-01
3.628669874852543109e-01 -3.038822136552874614e-02 -3.536665317027818389e-01
4.829324846453504350e-01 -4.674929899064211858e-02 -3.932188782320297782e-01
5.983791927345489814e-01 -6.233331127792382520e-02 -4.331461175625034854e-01
7.084098006027803596e-01 -7.693185681604153281e-02 -4.727384256723599076e-01
8.124213997091850326e-01 -9.028926044976755272e-02 -5.112729784194990357e-01
9.099988361360735745e-01 -1.020903429028586357e-01 -5.480276940600700142e-01
1.000899721184731916e+00 -1.119498015876632252e-01 -5.822949817045727228e-01
1.085032453075593040e+00 -1.194046576070974391e-01 -6.133954456960729607e-01
1.162428586088481319e+00 -1.239111976592276176e-01 -6.406913472773745344e-01
1.233210809888745318e+00 -1.248477059388041627e-01 -6.635994926110030390e-01
1.297557784578091677e+00 -1.215240015786421962e-01 -6.816031679165525103e-01
1.355667204728702169e+00 -1.131983593067485971e-01 -6.942628122595924101e-01
1.407718748503853590e+00 -9.910184676072686383e-02 -7.012252878890343766e-01
1.453838923410469386e+00 -7.846955855671389202e-02 -7.022318070554501857e-01
1.494070097443611855e+00 -5.057773371204220964e-02 -6.971247139115127611e-01
1.528346054132383225e+00 -1.478530729999567687e-02 -6.858533393641753628e-01
1.556476172652422774e+00 2.942196657405865209e-02 -6.684790389536773292e-01
